Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2023-12-07,3321.599609375,3335.979957891831,3300.282020829863,3312.502950367504,1967653
2023-12-08,3332.442626953125,3349.257875970475,3309.792728580914,3338.231512592795,1641155
2023-12-11,3347.328125,3356.6087371102208,3321.6919202445793,3328.950852965452,1102503
2023-12-12,3374.15869140625,3398.324621584802,3336.3933124578402,3343.698232293756,2236866
2023-12-13,3301.98193359375,3353.851732647353,3273.9106091568547,3347.925108013577,3850968
2023-12-14,3369.702392578125,3379.580175854481,3333.269542133453,3335.4747249461025,3290396
2023-12-15,3547.732177734375,3579.8464140417323,3369.196944540151,3369.196944540151,8531230
2023-12-18,3546.077880859375,3610.21459633512,3519.384852021619,3545.0672656351603,2521612
2023-12-19,3506.56689453125,3542.310819797178,3482.4927153495696,3533.030208580236,2004435
2023-12-20,3473.35009765625,3582.4651407823453,3460.945440121915,3516.7204109839868,2586083
2023-12-21,3480.19580078125,3497.8379366079334,3439.6280635557396,3451.481313976124,1517562
2023-12-22,3513.73388671875,3533.902894889367,3456.7643519445446,3491.681163580348,2413058
2023-12-26,3487.5927734375,3522.9230339059286,3482.6307754103036,3509.921203730051,1285231
2023-12-27,3501.97265625,3508.4047009886162,3462.2777964437796,3490.762566000509,1293976
2023-12-28,3491.58935546875,3526.598144867868,3484.4223995695133,3513.7340557516227,1682889
2023-12-29,3485.616943359375,3512.4479388122318,3459.888763645509,3484.330624106451,1574996
2024-01-01,3501.881103515625,3521.0852627367144,3466.8723111444738,3482.4929921117296,825907
2024-01-02,3476.24462890625,3501.881057224548,3461.588799764739,3501.881057224548,1344068
2024-01-03,3392.214599609375,3465.815661625944,3387.895985677585,3461.3590835588857,1803075
2024-01-04,3369.288818359375,3417.2534494983192,3354.770729797893,3401.4030536919613,3598144
2024-01-05,3434.619873046875,3443.6707684816074,3376.6857073845927,3376.8234471802834,1963127
2024-01-08,3379.855712890625,3436.319831034353,3374.4342835516945,3434.6198437984353,1067805
2024-01-09,3390.5146484375,3447.897858716544,3383.944863545508,3408.937908160742,1370944
2024-01-10,3411.786376953125,3426.671921717854,3388.7687999719633,3390.606527086916,1292227
2024-01-11,3432.460693359375,3466.8720875812282,3406.227094795551,3421.847774755498,1777909
2024-01-12,3567.763427734375,3588.3918695130374,3511.5290234837503,3535.7869314092995,6813450
2024-01-15,3587.059814453125,3643.2942226577734,3569.7851336760277,3638.6999045964144,2801505
2024-01-16,3548.008056640625,3582.649169426814,3542.724590950909,3582.649169426814,1432672
2024-01-17,3569.41748046875,3592.7105371518787,3503.213316001241,3509.139941106088,3458696
